0.16,1.0,1.0,35.0,0.0,0.0,2000.0,4000.0,500.0,330.0,1.0,1.0,
0.16,1.0,1.0,35.0,0.0,0.0,2000.0,4000.0,500.0,270.0,1.0,1.0,
0.16,1.0,1.0,35.0,0.0,0.0,2000.0,4000.0,500.0,0.0,1.0,1.0,
0.16,1.0,1.0,35.0,0.0,0.0,2000.0,4000.0,500.0,120.0,1.0,1.0,
0.16,1.0,1.0,35.0,0.0,0.0,2000.0,4000.0,500.0,300.0,1.0,1.0,
0.16,1.0,1.0,35.0,0.0,0.0,2000.0,4000.0,500.0,90.0,1.0,1.0,
0.16,1.0,1.0,35.0,0.0,0.0,2000.0,4000.0,500.0,30.0,1.0,1.0,
0.16,1.0,1.0,35.0,0.0,0.0,2000.0,4000.0,500.0,180.0,1.0,1.0,
0.16,1.0,1.0,35.0,0.0,0.0,2000.0,4000.0,500.0,210.0,1.0,1.0,
0.16,1.0,1.0,35.0,0.0,0.0,2000.0,4000.0,500.0,240.0,1.0,1.0,
0.16,1.0,1.0,35.0,0.0,0.0,2000.0,4000.0,500.0,60.0,1.0,1.0,
0.16,1.0,1.0,35.0,0.0,0.0,2000.0,4000.0,500.0,150.0,1.0,1.0,
0.16,1.0,1.0,35.0,0.0,0.0,2000.0,4000.0,500.0,150.0,1.0,1.0,
0.16,1.0,1.0,35.0,0.0,0.0,2000.0,4000.0,500.0,90.0,1.0,1.0,
0.16,1.0,1.0,35.0,0.0,0.0,2000.0,4000.0,500.0,0.0,1.0,1.0,
0.16,1.0,1.0,35.0,0.0,0.0,2000.0,4000.0,500.0,60.0,1.0,1.0,
0.16,1.0,1.0,35.0,0.0,0.0,2000.0,4000.0,500.0,300.0,1.0,1.0,
0.16,1.0,1.0,35.0,0.0,0.0,2000.0,4000.0,500.0,210.0,1.0,1.0,
0.16,1.0,1.0,35.0,0.0,0.0,2000.0,4000.0,500.0,120.0,1.0,1.0,
0.16,1.0,1.0,35.0,0.0,0.0,2000.0,4000.0,500.0,270.0,1.0,1.0,
0.16,1.0,1.0,35.0,0.0,0.0,2000.0,4000.0,500.0,330.0,1.0,1.0,
0.16,1.0,1.0,35.0,0.0,0.0,2000.0,4000.0,500.0,30.0,1.0,1.0,
0.16,1.0,1.0,35.0,0.0,0.0,2000.0,4000.0,500.0,180.0,1.0,1.0,
0.16,1.0,1.0,35.0,0.0,0.0,2000.0,4000.0,500.0,240.0,1.0,1.0,
0.16,1.0,1.0,35.0,0.0,0.0,2000.0,4000.0,500.0,90.0,1.0,1.0,
0.16,1.0,1.0,35.0,0.0,0.0,2000.0,4000.0,500.0,210.0,1.0,1.0,
0.16,1.0,1.0,35.0,0.0,0.0,2000.0,4000.0,500.0,180.0,1.0,1.0,
0.16,1.0,1.0,35.0,0.0,0.0,2000.0,4000.0,500.0,150.0,1.0,1.0,
